/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=1, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4878 | Comm(s) 0.3360 | Reduce(s) 0.0460 | Loss 0.9080
Process 003 | Epoch 00489 | Time(s) 0.6376 | Comm(s) 0.3768 | Reduce(s) 0.0371 | Loss 0.3889
Process 003 | Epoch 00499 | Time(s) 0.6383 | Comm(s) 0.3768 | Reduce(s) 0.0370 | Loss 0.3859
(rank 3) memory stats: current 1554.86MB, peak 5119.42MB, reserved 6092.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4880 | Comm(s) 0.3356 | Reduce(s) 0.0485 | Loss 0.6187
Process 000 | Epoch 00019 | Time(s) 0.5531 | Comm(s) 0.3608 | Reduce(s) 0.0536 | Loss 0.2256
Epoch 00009 | Validation Accuracy 71.89% | Test Accuracy 55.73%
Process 000 | Epoch 00029 | Time(s) 0.5608 | Comm(s) 0.3705 | Reduce(s) 0.0525 | Loss 0.1711
Epoch 00019 | Validation Accuracy 81.63% | Test Accuracy 64.43%
Process 000 | Epoch 00039 | Time(s) 0.5568 | Comm(s) 0.3732 | Reduce(s) 0.0513 | Loss 0.1404
Epoch 00029 | Validation Accuracy 85.57% | Test Accuracy 68.03%
Process 000 | Epoch 00049 | Time(s) 0.5548 | Comm(s) 0.3719 | Reduce(s) 0.0518 | Loss 0.1264
Epoch 00039 | Validation Accuracy 87.22% | Test Accuracy 70.29%
Process 000 | Epoch 00059 | Time(s) 0.5570 | Comm(s) 0.3741 | Reduce(s) 0.0517 | Loss 0.1141
Epoch 00049 | Validation Accuracy 88.17% | Test Accuracy 71.29%
Process 000 | Epoch 00069 | Time(s) 0.5607 | Comm(s) 0.3748 | Reduce(s) 0.0521 | Loss 0.1060
Epoch 00059 | Validation Accuracy 88.75% | Test Accuracy 72.11%
Process 000 | Epoch 00079 | Time(s) 0.5649 | Comm(s) 0.3793 | Reduce(s) 0.0523 | Loss 0.0961
Epoch 00069 | Validation Accuracy 89.20% | Test Accuracy 72.98%
Process 000 | Epoch 00089 | Time(s) 0.5674 | Comm(s) 0.3792 | Reduce(s) 0.0528 | Loss 0.0916
Epoch 00079 | Validation Accuracy 89.73% | Test Accuracy 73.82%
Process 000 | Epoch 00099 | Time(s) 0.5693 | Comm(s) 0.3795 | Reduce(s) 0.0525 | Loss 0.0925
Epoch 00089 | Validation Accuracy 90.11% | Test Accuracy 74.64%
Process 000 | Epoch 00109 | Time(s) 0.5706 | Comm(s) 0.3793 | Reduce(s) 0.0527 | Loss 0.0859
Epoch 00099 | Validation Accuracy 90.39% | Test Accuracy 75.52%
Process 000 | Epoch 00119 | Time(s) 0.5713 | Comm(s) 0.3793 | Reduce(s) 0.0524 | Loss 0.0808
Epoch 00109 | Validation Accuracy 90.66% | Test Accuracy 76.38%
Process 000 | Epoch 00129 | Time(s) 0.5717 | Comm(s) 0.3802 | Reduce(s) 0.0525 | Loss 0.0792
Epoch 00119 | Validation Accuracy 90.92% | Test Accuracy 76.92%
Process 000 | Epoch 00139 | Time(s) 0.5746 | Comm(s) 0.3815 | Reduce(s) 0.0531 | Loss 0.0778
Epoch 00129 | Validation Accuracy 91.00% | Test Accuracy 77.50%
Process 000 | Epoch 00149 | Time(s) 0.5769 | Comm(s) 0.3817 | Reduce(s) 0.0534 | Loss 0.0733
Epoch 00139 | Validation Accuracy 91.11% | Test Accuracy 77.92%
Process 000 | Epoch 00159 | Time(s) 0.5785 | Comm(s) 0.3831 | Reduce(s) 0.0536 | Loss 0.0713
Epoch 00149 | Validation Accuracy 91.25% | Test Accuracy 78.19%
Process 000 | Epoch 00169 | Time(s) 0.5802 | Comm(s) 0.3828 | Reduce(s) 0.0540 | Loss 0.0721
Epoch 00159 | Validation Accuracy 91.34% | Test Accuracy 78.49%
Process 000 | Epoch 00179 | Time(s) 0.5808 | Comm(s) 0.3822 | Reduce(s) 0.0539 | Loss 0.0677
Epoch 00169 | Validation Accuracy 91.52% | Test Accuracy 78.63%
Process 000 | Epoch 00189 | Time(s) 0.5811 | Comm(s) 0.3826 | Reduce(s) 0.0538 | Loss 0.0687
Epoch 00179 | Validation Accuracy 91.62% | Test Accuracy 78.68%
Process 000 | Epoch 00199 | Time(s) 0.5814 | Comm(s) 0.3825 | Reduce(s) 0.0540 | Loss 0.0669
Epoch 00189 | Validation Accuracy 91.73% | Test Accuracy 78.93%
Process 000 | Epoch 00209 | Time(s) 0.5818 | Comm(s) 0.3828 | Reduce(s) 0.0538 | Loss 0.0669
Epoch 00199 | Validation Accuracy 91.89% | Test Accuracy 79.14%
Process 000 | Epoch 00219 | Time(s) 0.5814 | Comm(s) 0.3834 | Reduce(s) 0.0535 | Loss 0.0644
Epoch 00209 | Validation Accuracy 91.79% | Test Accuracy 79.10%
Process 000 | Epoch 00229 | Time(s) 0.5814 | Comm(s) 0.3835 | Reduce(s) 0.0535 | Loss 0.0675
Epoch 00219 | Validation Accuracy 91.91% | Test Accuracy 79.41%
Process 000 | Epoch 00239 | Time(s) 0.5814 | Comm(s) 0.3836 | Reduce(s) 0.0537 | Loss 0.0658
Epoch 00229 | Validation Accuracy 91.98% | Test Accuracy 79.37%
Process 000 | Epoch 00249 | Time(s) 0.5821 | Comm(s) 0.3835 | Reduce(s) 0.0537 | Loss 0.0610
Epoch 00239 | Validation Accuracy 92.01% | Test Accuracy 79.22%
Process 000 | Epoch 00259 | Time(s) 0.5819 | Comm(s) 0.3830 | Reduce(s) 0.0536 | Loss 0.0619
Epoch 00249 | Validation Accuracy 92.08% | Test Accuracy 79.24%
Process 000 | Epoch 00269 | Time(s) 0.5824 | Comm(s) 0.3836 | Reduce(s) 0.0537 | Loss 0.0627
Epoch 00259 | Validation Accuracy 92.02% | Test Accuracy 79.41%
Process 000 | Epoch 00279 | Time(s) 0.5823 | Comm(s) 0.3837 | Reduce(s) 0.0538 | Loss 0.0622
Epoch 00269 | Validation Accuracy 92.15% | Test Accuracy 79.53%
Process 000 | Epoch 00289 | Time(s) 0.5824 | Comm(s) 0.3843 | Reduce(s) 0.0537 | Loss 0.0607
Epoch 00279 | Validation Accuracy 92.14% | Test Accuracy 79.56%
Process 000 | Epoch 00299 | Time(s) 0.5822 | Comm(s) 0.3842 | Reduce(s) 0.0536 | Loss 0.0594
Epoch 00289 | Validation Accuracy 92.16% | Test Accuracy 79.52%
Process 000 | Epoch 00309 | Time(s) 0.5819 | Comm(s) 0.3842 | Reduce(s) 0.0535 | Loss 0.0628
Epoch 00299 | Validation Accuracy 92.22% | Test Accuracy 79.45%
Process 000 | Epoch 00319 | Time(s) 0.5818 | Comm(s) 0.3841 | Reduce(s) 0.0536 | Loss 0.0590
Epoch 00309 | Validation Accuracy 92.19% | Test Accuracy 79.32%
Process 000 | Epoch 00329 | Time(s) 0.5812 | Comm(s) 0.3842 | Reduce(s) 0.0536 | Loss 0.0578
Epoch 00319 | Validation Accuracy 92.33% | Test Accuracy 79.49%
Process 000 | Epoch 00339 | Time(s) 0.5805 | Comm(s) 0.3841 | Reduce(s) 0.0535 | Loss 0.0609
Epoch 00329 | Validation Accuracy 92.22% | Test Accuracy 79.42%
Process 000 | Epoch 00349 | Time(s) 0.5808 | Comm(s) 0.3843 | Reduce(s) 0.0536 | Loss 0.0597
Epoch 00339 | Validation Accuracy 92.30% | Test Accuracy 79.49%
Process 000 | Epoch 00359 | Time(s) 0.5806 | Comm(s) 0.3846 | Reduce(s) 0.0536 | Loss 0.0545
Epoch 00349 | Validation Accuracy 92.29% | Test Accuracy 79.46%
Process 000 | Epoch 00369 | Time(s) 0.5802 | Comm(s) 0.3843 | Reduce(s) 0.0536 | Loss 0.0592
Epoch 00359 | Validation Accuracy 92.23% | Test Accuracy 79.50%
Process 000 | Epoch 00379 | Time(s) 0.5802 | Comm(s) 0.3838 | Reduce(s) 0.0537 | Loss 0.0532
Epoch 00369 | Validation Accuracy 92.33% | Test Accuracy 79.49%
Process 000 | Epoch 00389 | Time(s) 0.5797 | Comm(s) 0.3835 | Reduce(s) 0.0536 | Loss 0.0548
Epoch 00379 | Validation Accuracy 92.35% | Test Accuracy 79.55%
Process 000 | Epoch 00399 | Time(s) 0.5806 | Comm(s) 0.3839 | Reduce(s) 0.0534 | Loss 0.0572
Epoch 00389 | Validation Accuracy 92.38% | Test Accuracy 79.37%
Process 000 | Epoch 00409 | Time(s) 0.5801 | Comm(s) 0.3840 | Reduce(s) 0.0533 | Loss 0.0544
Epoch 00399 | Validation Accuracy 92.41% | Test Accuracy 79.33%
Process 000 | Epoch 00419 | Time(s) 0.5798 | Comm(s) 0.3840 | Reduce(s) 0.0533 | Loss 0.0569
Epoch 00409 | Validation Accuracy 92.38% | Test Accuracy 79.43%
Process 000 | Epoch 00429 | Time(s) 0.5799 | Comm(s) 0.3838 | Reduce(s) 0.0533 | Loss 0.0529
Epoch 00419 | Validation Accuracy 92.50% | Test Accuracy 79.33%
Process 000 | Epoch 00439 | Time(s) 0.5803 | Comm(s) 0.3843 | Reduce(s) 0.0532 | Loss 0.0526
Epoch 00429 | Validation Accuracy 92.36% | Test Accuracy 79.19%
Process 000 | Epoch 00449 | Time(s) 0.5805 | Comm(s) 0.3845 | Reduce(s) 0.0532 | Loss 0.0541
Epoch 00439 | Validation Accuracy 92.33% | Test Accuracy 79.33%
Process 000 | Epoch 00459 | Time(s) 0.5807 | Comm(s) 0.3849 | Reduce(s) 0.0532 | Loss 0.0534
Epoch 00449 | Validation Accuracy 92.45% | Test Accuracy 78.98%
Process 000 | Epoch 00469 | Time(s) 0.5805 | Comm(s) 0.3852 | Reduce(s) 0.0533 | Loss 0.0546
Epoch 00459 | Validation Accuracy 92.43% | Test Accuracy 79.21%
Process 000 | Epoch 00479 | Time(s) 0.5800 | Comm(s) 0.3849 | Reduce(s) 0.0533 | Loss 0.0524
Epoch 00469 | Validation Accuracy 92.29% | Test Accuracy 79.02%
Process 000 | Epoch 00489 | Time(s) 0.5794 | Comm(s) 0.3847 | Reduce(s) 0.0532 | Loss 0.0535
Epoch 00479 | Validation Accuracy 92.45% | Test Accuracy 79.38%
Process 000 | Epoch 00499 | Time(s) 0.5791 | Comm(s) 0.3847 | Reduce(s) 0.0531 | Loss 0.0546
Epoch 00489 | Validation Accuracy 92.43% | Test Accuracy 79.16%
(rank 0) memory stats: current 1081.57MB, peak 4172.65MB, reserved 4812.00MB
Epoch 00499 | Validation Accuracy 92.39% | Test Accuracy 79.10%
model saved
Max Validation Accuracy 92.50%
Test Result | Accuracy 79.33%
