/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=3, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4840 | Comm(s) 0.3235 | Reduce(s) 0.0478 | Loss 0.8396
Process 003 | Epoch 00489 | Time(s) 0.6436 | Comm(s) 0.3694 | Reduce(s) 0.0373 | Loss 0.3894
Process 003 | Epoch 00499 | Time(s) 0.6444 | Comm(s) 0.3697 | Reduce(s) 0.0374 | Loss 0.3870
(rank 3) memory stats: current 1554.82MB, peak 5119.52MB, reserved 6072.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4840 | Comm(s) 0.3336 | Reduce(s) 0.0490 | Loss 0.7056
Process 000 | Epoch 00019 | Time(s) 0.5520 | Comm(s) 0.3719 | Reduce(s) 0.0482 | Loss 0.2440
Epoch 00009 | Validation Accuracy 72.70% | Test Accuracy 56.55%
Process 000 | Epoch 00029 | Time(s) 0.5460 | Comm(s) 0.3644 | Reduce(s) 0.0515 | Loss 0.1784
Epoch 00019 | Validation Accuracy 79.69% | Test Accuracy 61.78%
Process 000 | Epoch 00039 | Time(s) 0.5511 | Comm(s) 0.3648 | Reduce(s) 0.0548 | Loss 0.1457
Epoch 00029 | Validation Accuracy 84.67% | Test Accuracy 66.89%
Process 000 | Epoch 00049 | Time(s) 0.5568 | Comm(s) 0.3705 | Reduce(s) 0.0544 | Loss 0.1338
Epoch 00039 | Validation Accuracy 86.88% | Test Accuracy 69.63%
Process 000 | Epoch 00059 | Time(s) 0.5552 | Comm(s) 0.3704 | Reduce(s) 0.0531 | Loss 0.1179
Epoch 00049 | Validation Accuracy 87.91% | Test Accuracy 71.13%
Process 000 | Epoch 00069 | Time(s) 0.5553 | Comm(s) 0.3700 | Reduce(s) 0.0529 | Loss 0.1084
Epoch 00059 | Validation Accuracy 88.63% | Test Accuracy 71.92%
Process 000 | Epoch 00079 | Time(s) 0.5615 | Comm(s) 0.3734 | Reduce(s) 0.0528 | Loss 0.1052
Epoch 00069 | Validation Accuracy 89.11% | Test Accuracy 72.67%
Process 000 | Epoch 00089 | Time(s) 0.5628 | Comm(s) 0.3745 | Reduce(s) 0.0534 | Loss 0.0975
Epoch 00079 | Validation Accuracy 89.52% | Test Accuracy 73.42%
Process 000 | Epoch 00099 | Time(s) 0.5633 | Comm(s) 0.3745 | Reduce(s) 0.0533 | Loss 0.0903
Epoch 00089 | Validation Accuracy 89.88% | Test Accuracy 74.14%
Process 000 | Epoch 00109 | Time(s) 0.5615 | Comm(s) 0.3728 | Reduce(s) 0.0537 | Loss 0.0900
Epoch 00099 | Validation Accuracy 90.14% | Test Accuracy 74.69%
Process 000 | Epoch 00119 | Time(s) 0.5609 | Comm(s) 0.3734 | Reduce(s) 0.0530 | Loss 0.0848
Epoch 00109 | Validation Accuracy 90.46% | Test Accuracy 75.41%
Process 000 | Epoch 00129 | Time(s) 0.5592 | Comm(s) 0.3727 | Reduce(s) 0.0528 | Loss 0.0815
Epoch 00119 | Validation Accuracy 90.67% | Test Accuracy 76.12%
Process 000 | Epoch 00139 | Time(s) 0.5577 | Comm(s) 0.3725 | Reduce(s) 0.0526 | Loss 0.0767
Epoch 00129 | Validation Accuracy 90.89% | Test Accuracy 76.76%
Process 000 | Epoch 00149 | Time(s) 0.5568 | Comm(s) 0.3719 | Reduce(s) 0.0527 | Loss 0.0737
Epoch 00139 | Validation Accuracy 91.05% | Test Accuracy 77.39%
Process 000 | Epoch 00159 | Time(s) 0.5550 | Comm(s) 0.3714 | Reduce(s) 0.0525 | Loss 0.0755
Epoch 00149 | Validation Accuracy 91.14% | Test Accuracy 77.71%
Process 000 | Epoch 00169 | Time(s) 0.5554 | Comm(s) 0.3713 | Reduce(s) 0.0524 | Loss 0.0693
Epoch 00159 | Validation Accuracy 91.29% | Test Accuracy 78.14%
Process 000 | Epoch 00179 | Time(s) 0.5559 | Comm(s) 0.3718 | Reduce(s) 0.0525 | Loss 0.0709
Epoch 00169 | Validation Accuracy 91.45% | Test Accuracy 78.42%
Process 000 | Epoch 00189 | Time(s) 0.5561 | Comm(s) 0.3724 | Reduce(s) 0.0523 | Loss 0.0686
Epoch 00179 | Validation Accuracy 91.53% | Test Accuracy 78.60%
Process 000 | Epoch 00199 | Time(s) 0.5569 | Comm(s) 0.3730 | Reduce(s) 0.0521 | Loss 0.0676
Epoch 00189 | Validation Accuracy 91.55% | Test Accuracy 78.78%
Process 000 | Epoch 00209 | Time(s) 0.5556 | Comm(s) 0.3722 | Reduce(s) 0.0521 | Loss 0.0666
Epoch 00199 | Validation Accuracy 91.65% | Test Accuracy 79.01%
Process 000 | Epoch 00219 | Time(s) 0.5558 | Comm(s) 0.3724 | Reduce(s) 0.0521 | Loss 0.0658
Epoch 00209 | Validation Accuracy 91.67% | Test Accuracy 79.14%
Process 000 | Epoch 00229 | Time(s) 0.5556 | Comm(s) 0.3722 | Reduce(s) 0.0518 | Loss 0.0638
Epoch 00219 | Validation Accuracy 91.82% | Test Accuracy 79.21%
Process 000 | Epoch 00239 | Time(s) 0.5572 | Comm(s) 0.3729 | Reduce(s) 0.0520 | Loss 0.0652
Epoch 00229 | Validation Accuracy 91.83% | Test Accuracy 79.38%
Process 000 | Epoch 00249 | Time(s) 0.5578 | Comm(s) 0.3735 | Reduce(s) 0.0519 | Loss 0.0652
Epoch 00239 | Validation Accuracy 91.85% | Test Accuracy 79.20%
Process 000 | Epoch 00259 | Time(s) 0.5589 | Comm(s) 0.3740 | Reduce(s) 0.0519 | Loss 0.0632
Epoch 00249 | Validation Accuracy 91.93% | Test Accuracy 79.35%
Process 000 | Epoch 00269 | Time(s) 0.5600 | Comm(s) 0.3745 | Reduce(s) 0.0518 | Loss 0.0624
Epoch 00259 | Validation Accuracy 92.04% | Test Accuracy 79.49%
Process 000 | Epoch 00279 | Time(s) 0.5603 | Comm(s) 0.3745 | Reduce(s) 0.0518 | Loss 0.0597
Epoch 00269 | Validation Accuracy 91.98% | Test Accuracy 79.35%
Process 000 | Epoch 00289 | Time(s) 0.5602 | Comm(s) 0.3743 | Reduce(s) 0.0520 | Loss 0.0617
Epoch 00279 | Validation Accuracy 92.05% | Test Accuracy 79.55%
Process 000 | Epoch 00299 | Time(s) 0.5613 | Comm(s) 0.3747 | Reduce(s) 0.0519 | Loss 0.0606
Epoch 00289 | Validation Accuracy 92.03% | Test Accuracy 79.43%
Process 000 | Epoch 00309 | Time(s) 0.5616 | Comm(s) 0.3749 | Reduce(s) 0.0518 | Loss 0.0580
Epoch 00299 | Validation Accuracy 92.15% | Test Accuracy 79.57%
Process 000 | Epoch 00319 | Time(s) 0.5629 | Comm(s) 0.3757 | Reduce(s) 0.0519 | Loss 0.0580
Epoch 00309 | Validation Accuracy 92.10% | Test Accuracy 79.61%
Process 000 | Epoch 00329 | Time(s) 0.5637 | Comm(s) 0.3762 | Reduce(s) 0.0520 | Loss 0.0599
Epoch 00319 | Validation Accuracy 92.12% | Test Accuracy 79.58%
Process 000 | Epoch 00339 | Time(s) 0.5640 | Comm(s) 0.3765 | Reduce(s) 0.0521 | Loss 0.0591
Epoch 00329 | Validation Accuracy 92.12% | Test Accuracy 79.34%
Process 000 | Epoch 00349 | Time(s) 0.5645 | Comm(s) 0.3770 | Reduce(s) 0.0521 | Loss 0.0585
Epoch 00339 | Validation Accuracy 92.18% | Test Accuracy 79.71%
Process 000 | Epoch 00359 | Time(s) 0.5646 | Comm(s) 0.3771 | Reduce(s) 0.0521 | Loss 0.0575
Epoch 00349 | Validation Accuracy 92.19% | Test Accuracy 79.63%
Process 000 | Epoch 00369 | Time(s) 0.5642 | Comm(s) 0.3773 | Reduce(s) 0.0521 | Loss 0.0571
Epoch 00359 | Validation Accuracy 92.31% | Test Accuracy 79.67%
Process 000 | Epoch 00379 | Time(s) 0.5643 | Comm(s) 0.3776 | Reduce(s) 0.0519 | Loss 0.0568
Epoch 00369 | Validation Accuracy 92.25% | Test Accuracy 79.64%
Process 000 | Epoch 00389 | Time(s) 0.5644 | Comm(s) 0.3778 | Reduce(s) 0.0518 | Loss 0.0549
Epoch 00379 | Validation Accuracy 92.32% | Test Accuracy 79.80%
Process 000 | Epoch 00399 | Time(s) 0.5648 | Comm(s) 0.3778 | Reduce(s) 0.0518 | Loss 0.0551
Epoch 00389 | Validation Accuracy 92.40% | Test Accuracy 79.69%
Process 000 | Epoch 00409 | Time(s) 0.5648 | Comm(s) 0.3780 | Reduce(s) 0.0517 | Loss 0.0540
Epoch 00399 | Validation Accuracy 92.19% | Test Accuracy 79.82%
Process 000 | Epoch 00419 | Time(s) 0.5648 | Comm(s) 0.3780 | Reduce(s) 0.0517 | Loss 0.0565
Epoch 00409 | Validation Accuracy 92.29% | Test Accuracy 79.56%
Process 000 | Epoch 00429 | Time(s) 0.5657 | Comm(s) 0.3784 | Reduce(s) 0.0517 | Loss 0.0542
Epoch 00419 | Validation Accuracy 92.26% | Test Accuracy 79.78%
Process 000 | Epoch 00439 | Time(s) 0.5656 | Comm(s) 0.3784 | Reduce(s) 0.0518 | Loss 0.0549
Epoch 00429 | Validation Accuracy 92.31% | Test Accuracy 79.79%
Process 000 | Epoch 00449 | Time(s) 0.5657 | Comm(s) 0.3785 | Reduce(s) 0.0518 | Loss 0.0545
Epoch 00439 | Validation Accuracy 92.29% | Test Accuracy 79.65%
Process 000 | Epoch 00459 | Time(s) 0.5658 | Comm(s) 0.3787 | Reduce(s) 0.0518 | Loss 0.0538
Epoch 00449 | Validation Accuracy 92.25% | Test Accuracy 79.77%
Process 000 | Epoch 00469 | Time(s) 0.5656 | Comm(s) 0.3789 | Reduce(s) 0.0518 | Loss 0.0526
Epoch 00459 | Validation Accuracy 92.38% | Test Accuracy 79.69%
Process 000 | Epoch 00479 | Time(s) 0.5656 | Comm(s) 0.3787 | Reduce(s) 0.0519 | Loss 0.0528
Epoch 00469 | Validation Accuracy 92.21% | Test Accuracy 79.71%
Process 000 | Epoch 00489 | Time(s) 0.5655 | Comm(s) 0.3787 | Reduce(s) 0.0518 | Loss 0.0544
Epoch 00479 | Validation Accuracy 92.41% | Test Accuracy 79.73%
Process 000 | Epoch 00499 | Time(s) 0.5660 | Comm(s) 0.3790 | Reduce(s) 0.0518 | Loss 0.0534
Epoch 00489 | Validation Accuracy 92.35% | Test Accuracy 79.82%
(rank 0) memory stats: current 1081.30MB, peak 4172.64MB, reserved 4892.00MB
Epoch 00499 | Validation Accuracy 92.40% | Test Accuracy 79.71%
model saved
Max Validation Accuracy 92.41%
Test Result | Accuracy 79.73%
