/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=9, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4851 | Comm(s) 0.3307 | Reduce(s) 0.0488 | Loss 0.8418
Process 002 | Epoch 00489 | Time(s) 0.6506 | Comm(s) 0.3713 | Reduce(s) 0.0445 | Loss 0.2989
Process 002 | Epoch 00499 | Time(s) 0.6510 | Comm(s) 0.3712 | Reduce(s) 0.0444 | Loss 0.2989
(rank 2) memory stats: current 1408.60MB, peak 4916.32MB, reserved 5814.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4849 | Comm(s) 0.3275 | Reduce(s) 0.0499 | Loss 0.7296
Process 000 | Epoch 00019 | Time(s) 0.5397 | Comm(s) 0.3641 | Reduce(s) 0.0534 | Loss 0.2511
Epoch 00009 | Validation Accuracy 71.36% | Test Accuracy 54.97%
Process 000 | Epoch 00029 | Time(s) 0.5492 | Comm(s) 0.3773 | Reduce(s) 0.0535 | Loss 0.1757
Epoch 00019 | Validation Accuracy 81.29% | Test Accuracy 62.78%
Process 000 | Epoch 00039 | Time(s) 0.5572 | Comm(s) 0.3840 | Reduce(s) 0.0518 | Loss 0.1429
Epoch 00029 | Validation Accuracy 85.21% | Test Accuracy 67.27%
Process 000 | Epoch 00049 | Time(s) 0.5657 | Comm(s) 0.3880 | Reduce(s) 0.0522 | Loss 0.1274
Epoch 00039 | Validation Accuracy 86.96% | Test Accuracy 69.87%
Process 000 | Epoch 00059 | Time(s) 0.5671 | Comm(s) 0.3870 | Reduce(s) 0.0528 | Loss 0.1121
Epoch 00049 | Validation Accuracy 88.10% | Test Accuracy 71.24%
Process 000 | Epoch 00069 | Time(s) 0.5695 | Comm(s) 0.3848 | Reduce(s) 0.0535 | Loss 0.1050
Epoch 00059 | Validation Accuracy 88.75% | Test Accuracy 72.19%
Process 000 | Epoch 00079 | Time(s) 0.5731 | Comm(s) 0.3856 | Reduce(s) 0.0537 | Loss 0.1031
Epoch 00069 | Validation Accuracy 89.32% | Test Accuracy 72.96%
Process 000 | Epoch 00089 | Time(s) 0.5740 | Comm(s) 0.3857 | Reduce(s) 0.0537 | Loss 0.0948
Epoch 00079 | Validation Accuracy 89.69% | Test Accuracy 73.73%
Process 000 | Epoch 00099 | Time(s) 0.5746 | Comm(s) 0.3847 | Reduce(s) 0.0536 | Loss 0.0887
Epoch 00089 | Validation Accuracy 89.99% | Test Accuracy 74.49%
Process 000 | Epoch 00109 | Time(s) 0.5751 | Comm(s) 0.3847 | Reduce(s) 0.0533 | Loss 0.0871
Epoch 00099 | Validation Accuracy 90.29% | Test Accuracy 75.12%
Process 000 | Epoch 00119 | Time(s) 0.5791 | Comm(s) 0.3865 | Reduce(s) 0.0539 | Loss 0.0827
Epoch 00109 | Validation Accuracy 90.56% | Test Accuracy 75.84%
Process 000 | Epoch 00129 | Time(s) 0.5800 | Comm(s) 0.3879 | Reduce(s) 0.0535 | Loss 0.0813
Epoch 00119 | Validation Accuracy 90.80% | Test Accuracy 76.38%
Process 000 | Epoch 00139 | Time(s) 0.5801 | Comm(s) 0.3881 | Reduce(s) 0.0540 | Loss 0.0763
Epoch 00129 | Validation Accuracy 91.00% | Test Accuracy 76.91%
Process 000 | Epoch 00149 | Time(s) 0.5809 | Comm(s) 0.3893 | Reduce(s) 0.0540 | Loss 0.0793
Epoch 00139 | Validation Accuracy 91.09% | Test Accuracy 77.22%
Process 000 | Epoch 00159 | Time(s) 0.5827 | Comm(s) 0.3894 | Reduce(s) 0.0541 | Loss 0.0721
Epoch 00149 | Validation Accuracy 91.26% | Test Accuracy 77.78%
Process 000 | Epoch 00169 | Time(s) 0.5808 | Comm(s) 0.3879 | Reduce(s) 0.0540 | Loss 0.0698
Epoch 00159 | Validation Accuracy 91.40% | Test Accuracy 78.13%
Process 000 | Epoch 00179 | Time(s) 0.5792 | Comm(s) 0.3866 | Reduce(s) 0.0540 | Loss 0.0692
Epoch 00169 | Validation Accuracy 91.51% | Test Accuracy 78.27%
Process 000 | Epoch 00189 | Time(s) 0.5774 | Comm(s) 0.3856 | Reduce(s) 0.0538 | Loss 0.0666
Epoch 00179 | Validation Accuracy 91.60% | Test Accuracy 78.57%
Process 000 | Epoch 00199 | Time(s) 0.5759 | Comm(s) 0.3851 | Reduce(s) 0.0538 | Loss 0.0657
Epoch 00189 | Validation Accuracy 91.74% | Test Accuracy 78.62%
Process 000 | Epoch 00209 | Time(s) 0.5740 | Comm(s) 0.3839 | Reduce(s) 0.0536 | Loss 0.0655
Epoch 00199 | Validation Accuracy 91.80% | Test Accuracy 78.90%
Process 000 | Epoch 00219 | Time(s) 0.5737 | Comm(s) 0.3835 | Reduce(s) 0.0534 | Loss 0.0634
Epoch 00209 | Validation Accuracy 91.87% | Test Accuracy 78.91%
Process 000 | Epoch 00229 | Time(s) 0.5744 | Comm(s) 0.3838 | Reduce(s) 0.0537 | Loss 0.0649
Epoch 00219 | Validation Accuracy 91.96% | Test Accuracy 79.12%
Process 000 | Epoch 00239 | Time(s) 0.5746 | Comm(s) 0.3842 | Reduce(s) 0.0536 | Loss 0.0630
Epoch 00229 | Validation Accuracy 92.00% | Test Accuracy 79.07%
Process 000 | Epoch 00249 | Time(s) 0.5750 | Comm(s) 0.3844 | Reduce(s) 0.0538 | Loss 0.0629
Epoch 00239 | Validation Accuracy 91.92% | Test Accuracy 79.19%
Process 000 | Epoch 00259 | Time(s) 0.5744 | Comm(s) 0.3842 | Reduce(s) 0.0539 | Loss 0.0603
Epoch 00249 | Validation Accuracy 91.94% | Test Accuracy 79.33%
Process 000 | Epoch 00269 | Time(s) 0.5738 | Comm(s) 0.3838 | Reduce(s) 0.0538 | Loss 0.0624
Epoch 00259 | Validation Accuracy 92.02% | Test Accuracy 79.26%
Process 000 | Epoch 00279 | Time(s) 0.5731 | Comm(s) 0.3836 | Reduce(s) 0.0538 | Loss 0.0603
Epoch 00269 | Validation Accuracy 92.10% | Test Accuracy 79.41%
Process 000 | Epoch 00289 | Time(s) 0.5723 | Comm(s) 0.3840 | Reduce(s) 0.0537 | Loss 0.0604
Epoch 00279 | Validation Accuracy 92.07% | Test Accuracy 79.27%
Process 000 | Epoch 00299 | Time(s) 0.5718 | Comm(s) 0.3838 | Reduce(s) 0.0537 | Loss 0.0604
Epoch 00289 | Validation Accuracy 92.10% | Test Accuracy 79.39%
Process 000 | Epoch 00309 | Time(s) 0.5713 | Comm(s) 0.3833 | Reduce(s) 0.0536 | Loss 0.0585
Epoch 00299 | Validation Accuracy 92.09% | Test Accuracy 79.59%
Process 000 | Epoch 00319 | Time(s) 0.5712 | Comm(s) 0.3831 | Reduce(s) 0.0536 | Loss 0.0572
Epoch 00309 | Validation Accuracy 92.20% | Test Accuracy 79.30%
Process 000 | Epoch 00329 | Time(s) 0.5719 | Comm(s) 0.3829 | Reduce(s) 0.0537 | Loss 0.0579
Epoch 00319 | Validation Accuracy 92.08% | Test Accuracy 79.50%
Process 000 | Epoch 00339 | Time(s) 0.5724 | Comm(s) 0.3830 | Reduce(s) 0.0538 | Loss 0.0589
Epoch 00329 | Validation Accuracy 92.15% | Test Accuracy 79.58%
Process 000 | Epoch 00349 | Time(s) 0.5729 | Comm(s) 0.3832 | Reduce(s) 0.0537 | Loss 0.0568
Epoch 00339 | Validation Accuracy 92.19% | Test Accuracy 79.33%
Process 000 | Epoch 00359 | Time(s) 0.5724 | Comm(s) 0.3828 | Reduce(s) 0.0536 | Loss 0.0568
Epoch 00349 | Validation Accuracy 92.20% | Test Accuracy 79.58%
Process 000 | Epoch 00369 | Time(s) 0.5727 | Comm(s) 0.3827 | Reduce(s) 0.0538 | Loss 0.0566
Epoch 00359 | Validation Accuracy 92.23% | Test Accuracy 79.49%
Process 000 | Epoch 00379 | Time(s) 0.5734 | Comm(s) 0.3832 | Reduce(s) 0.0539 | Loss 0.0569
Epoch 00369 | Validation Accuracy 92.23% | Test Accuracy 79.61%
Process 000 | Epoch 00389 | Time(s) 0.5727 | Comm(s) 0.3828 | Reduce(s) 0.0538 | Loss 0.0561
Epoch 00379 | Validation Accuracy 92.28% | Test Accuracy 79.53%
Process 000 | Epoch 00399 | Time(s) 0.5729 | Comm(s) 0.3825 | Reduce(s) 0.0538 | Loss 0.0553
Epoch 00389 | Validation Accuracy 92.31% | Test Accuracy 79.49%
Process 000 | Epoch 00409 | Time(s) 0.5726 | Comm(s) 0.3823 | Reduce(s) 0.0538 | Loss 0.0554
Epoch 00399 | Validation Accuracy 92.34% | Test Accuracy 79.61%
Process 000 | Epoch 00419 | Time(s) 0.5726 | Comm(s) 0.3823 | Reduce(s) 0.0537 | Loss 0.0535
Epoch 00409 | Validation Accuracy 92.31% | Test Accuracy 79.54%
Process 000 | Epoch 00429 | Time(s) 0.5732 | Comm(s) 0.3826 | Reduce(s) 0.0538 | Loss 0.0523
Epoch 00419 | Validation Accuracy 92.44% | Test Accuracy 79.62%
Process 000 | Epoch 00439 | Time(s) 0.5737 | Comm(s) 0.3827 | Reduce(s) 0.0538 | Loss 0.0536
Epoch 00429 | Validation Accuracy 92.39% | Test Accuracy 79.53%
Process 000 | Epoch 00449 | Time(s) 0.5744 | Comm(s) 0.3830 | Reduce(s) 0.0537 | Loss 0.0540
Epoch 00439 | Validation Accuracy 92.41% | Test Accuracy 79.35%
Process 000 | Epoch 00459 | Time(s) 0.5741 | Comm(s) 0.3830 | Reduce(s) 0.0537 | Loss 0.0531
Epoch 00449 | Validation Accuracy 92.42% | Test Accuracy 79.56%
Process 000 | Epoch 00469 | Time(s) 0.5742 | Comm(s) 0.3830 | Reduce(s) 0.0537 | Loss 0.0542
Epoch 00459 | Validation Accuracy 92.40% | Test Accuracy 79.66%
Process 000 | Epoch 00479 | Time(s) 0.5741 | Comm(s) 0.3828 | Reduce(s) 0.0538 | Loss 0.0532
Epoch 00469 | Validation Accuracy 92.35% | Test Accuracy 79.53%
Process 000 | Epoch 00489 | Time(s) 0.5738 | Comm(s) 0.3828 | Reduce(s) 0.0538 | Loss 0.0587
Epoch 00479 | Validation Accuracy 92.38% | Test Accuracy 79.46%
Process 000 | Epoch 00499 | Time(s) 0.5740 | Comm(s) 0.3828 | Reduce(s) 0.0537 | Loss 0.0540
Epoch 00489 | Validation Accuracy 92.31% | Test Accuracy 79.67%
(rank 0) memory stats: current 1081.56MB, peak 4172.69MB, reserved 4832.00MB
Epoch 00499 | Validation Accuracy 92.32% | Test Accuracy 79.53%
model saved
Max Validation Accuracy 92.44%
Test Result | Accuracy 79.62%
