/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=6, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 2 has 692600 nodes, 27267637 edges 504513 inner nodes, and 24126075 inner edges.
Process 2 start training
Process 002 | Epoch 00009 | Time(s) 0.4781 | Comm(s) 0.3176 | Reduce(s) 0.0458 | Loss 2.1555
Process 001 | Epoch 00489 | Time(s) 0.6681 | Comm(s) 0.3753 | Reduce(s) 0.0513 | Loss 0.0648
Process 001 | Epoch 00499 | Time(s) 0.6681 | Comm(s) 0.3752 | Reduce(s) 0.0511 | Loss 0.0683
(rank 1) memory stats: current 1220.69MB, peak 4434.33MB, reserved 5172.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4781 | Comm(s) 0.3217 | Reduce(s) 0.0474 | Loss 0.6766
Process 000 | Epoch 00019 | Time(s) 0.5433 | Comm(s) 0.3660 | Reduce(s) 0.0499 | Loss 0.2511
Epoch 00009 | Validation Accuracy 70.59% | Test Accuracy 54.90%
Process 000 | Epoch 00029 | Time(s) 0.5499 | Comm(s) 0.3740 | Reduce(s) 0.0492 | Loss 0.1665
Epoch 00019 | Validation Accuracy 80.90% | Test Accuracy 63.33%
Process 000 | Epoch 00039 | Time(s) 0.5652 | Comm(s) 0.3839 | Reduce(s) 0.0494 | Loss 0.1385
Epoch 00029 | Validation Accuracy 85.04% | Test Accuracy 67.78%
Process 000 | Epoch 00049 | Time(s) 0.5783 | Comm(s) 0.3928 | Reduce(s) 0.0520 | Loss 0.1210
Epoch 00039 | Validation Accuracy 87.24% | Test Accuracy 70.00%
Process 000 | Epoch 00059 | Time(s) 0.5788 | Comm(s) 0.3942 | Reduce(s) 0.0522 | Loss 0.1119
Epoch 00049 | Validation Accuracy 88.09% | Test Accuracy 71.14%
Process 000 | Epoch 00069 | Time(s) 0.5817 | Comm(s) 0.3969 | Reduce(s) 0.0516 | Loss 0.1040
Epoch 00059 | Validation Accuracy 88.72% | Test Accuracy 72.02%
Process 000 | Epoch 00079 | Time(s) 0.5850 | Comm(s) 0.3969 | Reduce(s) 0.0521 | Loss 0.0998
Epoch 00069 | Validation Accuracy 89.28% | Test Accuracy 73.02%
Process 000 | Epoch 00089 | Time(s) 0.5828 | Comm(s) 0.3921 | Reduce(s) 0.0529 | Loss 0.0945
Epoch 00079 | Validation Accuracy 89.63% | Test Accuracy 73.76%
Process 000 | Epoch 00099 | Time(s) 0.5811 | Comm(s) 0.3916 | Reduce(s) 0.0519 | Loss 0.0926
Epoch 00089 | Validation Accuracy 89.95% | Test Accuracy 74.44%
Process 000 | Epoch 00109 | Time(s) 0.5793 | Comm(s) 0.3912 | Reduce(s) 0.0515 | Loss 0.0884
Epoch 00099 | Validation Accuracy 90.28% | Test Accuracy 75.05%
Process 000 | Epoch 00119 | Time(s) 0.5806 | Comm(s) 0.3917 | Reduce(s) 0.0521 | Loss 0.0876
Epoch 00109 | Validation Accuracy 90.55% | Test Accuracy 75.57%
Process 000 | Epoch 00129 | Time(s) 0.5823 | Comm(s) 0.3920 | Reduce(s) 0.0520 | Loss 0.0795
Epoch 00119 | Validation Accuracy 90.71% | Test Accuracy 76.19%
Process 000 | Epoch 00139 | Time(s) 0.5833 | Comm(s) 0.3920 | Reduce(s) 0.0524 | Loss 0.0786
Epoch 00129 | Validation Accuracy 90.86% | Test Accuracy 76.66%
Process 000 | Epoch 00149 | Time(s) 0.5826 | Comm(s) 0.3910 | Reduce(s) 0.0525 | Loss 0.0763
Epoch 00139 | Validation Accuracy 91.02% | Test Accuracy 77.05%
Process 000 | Epoch 00159 | Time(s) 0.5804 | Comm(s) 0.3895 | Reduce(s) 0.0525 | Loss 0.0749
Epoch 00149 | Validation Accuracy 91.18% | Test Accuracy 77.50%
Process 000 | Epoch 00169 | Time(s) 0.5800 | Comm(s) 0.3889 | Reduce(s) 0.0529 | Loss 0.0724
Epoch 00159 | Validation Accuracy 91.42% | Test Accuracy 77.84%
Process 000 | Epoch 00179 | Time(s) 0.5795 | Comm(s) 0.3876 | Reduce(s) 0.0529 | Loss 0.0696
Epoch 00169 | Validation Accuracy 91.57% | Test Accuracy 78.21%
Process 000 | Epoch 00189 | Time(s) 0.5806 | Comm(s) 0.3880 | Reduce(s) 0.0532 | Loss 0.0687
Epoch 00179 | Validation Accuracy 91.67% | Test Accuracy 78.32%
Process 000 | Epoch 00199 | Time(s) 0.5808 | Comm(s) 0.3879 | Reduce(s) 0.0532 | Loss 0.0669
Epoch 00189 | Validation Accuracy 91.77% | Test Accuracy 78.38%
Process 000 | Epoch 00209 | Time(s) 0.5814 | Comm(s) 0.3878 | Reduce(s) 0.0533 | Loss 0.0648
Epoch 00199 | Validation Accuracy 91.79% | Test Accuracy 78.39%
Process 000 | Epoch 00219 | Time(s) 0.5819 | Comm(s) 0.3873 | Reduce(s) 0.0532 | Loss 0.0653
Epoch 00209 | Validation Accuracy 91.86% | Test Accuracy 78.60%
Process 000 | Epoch 00229 | Time(s) 0.5826 | Comm(s) 0.3873 | Reduce(s) 0.0533 | Loss 0.0653
Epoch 00219 | Validation Accuracy 91.88% | Test Accuracy 78.84%
Process 000 | Epoch 00239 | Time(s) 0.5826 | Comm(s) 0.3870 | Reduce(s) 0.0534 | Loss 0.0626
Epoch 00229 | Validation Accuracy 91.86% | Test Accuracy 78.88%
Process 000 | Epoch 00249 | Time(s) 0.5830 | Comm(s) 0.3867 | Reduce(s) 0.0534 | Loss 0.0618
Epoch 00239 | Validation Accuracy 91.94% | Test Accuracy 78.92%
Process 000 | Epoch 00259 | Time(s) 0.5820 | Comm(s) 0.3866 | Reduce(s) 0.0533 | Loss 0.0626
Epoch 00249 | Validation Accuracy 91.95% | Test Accuracy 78.94%
Process 000 | Epoch 00269 | Time(s) 0.5813 | Comm(s) 0.3863 | Reduce(s) 0.0535 | Loss 0.0592
Epoch 00259 | Validation Accuracy 91.88% | Test Accuracy 79.04%
Process 000 | Epoch 00279 | Time(s) 0.5820 | Comm(s) 0.3861 | Reduce(s) 0.0537 | Loss 0.0620
Epoch 00269 | Validation Accuracy 92.06% | Test Accuracy 79.10%
Process 000 | Epoch 00289 | Time(s) 0.5823 | Comm(s) 0.3862 | Reduce(s) 0.0537 | Loss 0.0598
Epoch 00279 | Validation Accuracy 92.05% | Test Accuracy 79.13%
Process 000 | Epoch 00299 | Time(s) 0.5822 | Comm(s) 0.3862 | Reduce(s) 0.0538 | Loss 0.0606
Epoch 00289 | Validation Accuracy 92.07% | Test Accuracy 79.25%
Process 000 | Epoch 00309 | Time(s) 0.5827 | Comm(s) 0.3857 | Reduce(s) 0.0539 | Loss 0.0582
Epoch 00299 | Validation Accuracy 92.12% | Test Accuracy 79.05%
Process 000 | Epoch 00319 | Time(s) 0.5825 | Comm(s) 0.3863 | Reduce(s) 0.0540 | Loss 0.0606
Epoch 00309 | Validation Accuracy 92.11% | Test Accuracy 79.19%
Process 000 | Epoch 00329 | Time(s) 0.5827 | Comm(s) 0.3866 | Reduce(s) 0.0540 | Loss 0.0562
Epoch 00319 | Validation Accuracy 92.15% | Test Accuracy 79.22%
Process 000 | Epoch 00339 | Time(s) 0.5827 | Comm(s) 0.3864 | Reduce(s) 0.0542 | Loss 0.0568
Epoch 00329 | Validation Accuracy 92.24% | Test Accuracy 79.22%
Process 000 | Epoch 00349 | Time(s) 0.5821 | Comm(s) 0.3860 | Reduce(s) 0.0542 | Loss 0.0564
Epoch 00339 | Validation Accuracy 92.17% | Test Accuracy 79.40%
Process 000 | Epoch 00359 | Time(s) 0.5814 | Comm(s) 0.3852 | Reduce(s) 0.0543 | Loss 0.0590
Epoch 00349 | Validation Accuracy 92.29% | Test Accuracy 79.23%
Process 000 | Epoch 00369 | Time(s) 0.5817 | Comm(s) 0.3852 | Reduce(s) 0.0544 | Loss 0.0578
Epoch 00359 | Validation Accuracy 92.23% | Test Accuracy 79.10%
Process 000 | Epoch 00379 | Time(s) 0.5820 | Comm(s) 0.3856 | Reduce(s) 0.0544 | Loss 0.0573
Epoch 00369 | Validation Accuracy 92.14% | Test Accuracy 79.13%
Process 000 | Epoch 00389 | Time(s) 0.5823 | Comm(s) 0.3857 | Reduce(s) 0.0544 | Loss 0.0562
Epoch 00379 | Validation Accuracy 92.18% | Test Accuracy 79.27%
Process 000 | Epoch 00399 | Time(s) 0.5820 | Comm(s) 0.3858 | Reduce(s) 0.0543 | Loss 0.0548
Epoch 00389 | Validation Accuracy 92.10% | Test Accuracy 79.27%
Process 000 | Epoch 00409 | Time(s) 0.5813 | Comm(s) 0.3858 | Reduce(s) 0.0541 | Loss 0.0560
Epoch 00399 | Validation Accuracy 92.22% | Test Accuracy 79.19%
Process 000 | Epoch 00419 | Time(s) 0.5813 | Comm(s) 0.3862 | Reduce(s) 0.0540 | Loss 0.0548
Epoch 00409 | Validation Accuracy 92.33% | Test Accuracy 79.25%
Process 000 | Epoch 00429 | Time(s) 0.5815 | Comm(s) 0.3863 | Reduce(s) 0.0540 | Loss 0.0532
Epoch 00419 | Validation Accuracy 92.26% | Test Accuracy 79.30%
Process 000 | Epoch 00439 | Time(s) 0.5818 | Comm(s) 0.3866 | Reduce(s) 0.0539 | Loss 0.0556
Epoch 00429 | Validation Accuracy 92.34% | Test Accuracy 79.45%
Process 000 | Epoch 00449 | Time(s) 0.5815 | Comm(s) 0.3865 | Reduce(s) 0.0538 | Loss 0.0539
Epoch 00439 | Validation Accuracy 92.30% | Test Accuracy 79.05%
Process 000 | Epoch 00459 | Time(s) 0.5814 | Comm(s) 0.3860 | Reduce(s) 0.0538 | Loss 0.0548
Epoch 00449 | Validation Accuracy 92.38% | Test Accuracy 79.10%
Process 000 | Epoch 00469 | Time(s) 0.5814 | Comm(s) 0.3858 | Reduce(s) 0.0537 | Loss 0.0551
Epoch 00459 | Validation Accuracy 92.39% | Test Accuracy 79.23%
Process 000 | Epoch 00479 | Time(s) 0.5812 | Comm(s) 0.3857 | Reduce(s) 0.0537 | Loss 0.0528
Epoch 00469 | Validation Accuracy 92.26% | Test Accuracy 79.14%
Process 000 | Epoch 00489 | Time(s) 0.5811 | Comm(s) 0.3858 | Reduce(s) 0.0536 | Loss 0.0536
Epoch 00479 | Validation Accuracy 92.38% | Test Accuracy 79.05%
Process 000 | Epoch 00499 | Time(s) 0.5810 | Comm(s) 0.3858 | Reduce(s) 0.0536 | Loss 0.0549
Epoch 00489 | Validation Accuracy 92.34% | Test Accuracy 79.10%
(rank 0) memory stats: current 1081.52MB, peak 4172.58MB, reserved 4932.00MB
Epoch 00499 | Validation Accuracy 90.97% | Test Accuracy 78.33%
model saved
Max Validation Accuracy 92.39%
Test Result | Accuracy 79.23%
