/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=5, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4750 | Comm(s) 0.3192 | Reduce(s) 0.0480 | Loss 0.7618
Process 004 | Epoch 00489 | Time(s) 0.6421 | Comm(s) 0.3632 | Reduce(s) 0.0438 | Loss 0.3616
Process 004 | Epoch 00499 | Time(s) 0.6430 | Comm(s) 0.3636 | Reduce(s) 0.0437 | Loss 0.3586
(rank 4) memory stats: current 1597.38MB, peak 5256.04MB, reserved 6252.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4750 | Comm(s) 0.3243 | Reduce(s) 0.0503 | Loss 0.6756
Process 000 | Epoch 00019 | Time(s) 0.5298 | Comm(s) 0.3523 | Reduce(s) 0.0522 | Loss 0.2349
Epoch 00009 | Validation Accuracy 70.36% | Test Accuracy 54.63%
Process 000 | Epoch 00029 | Time(s) 0.5526 | Comm(s) 0.3726 | Reduce(s) 0.0512 | Loss 0.1713
Epoch 00019 | Validation Accuracy 80.96% | Test Accuracy 63.42%
Process 000 | Epoch 00039 | Time(s) 0.5455 | Comm(s) 0.3687 | Reduce(s) 0.0508 | Loss 0.1435
Epoch 00029 | Validation Accuracy 85.07% | Test Accuracy 67.84%
Process 000 | Epoch 00049 | Time(s) 0.5401 | Comm(s) 0.3662 | Reduce(s) 0.0513 | Loss 0.1273
Epoch 00039 | Validation Accuracy 86.95% | Test Accuracy 70.19%
Process 000 | Epoch 00059 | Time(s) 0.5346 | Comm(s) 0.3644 | Reduce(s) 0.0510 | Loss 0.1189
Epoch 00049 | Validation Accuracy 87.99% | Test Accuracy 71.43%
Process 000 | Epoch 00069 | Time(s) 0.5366 | Comm(s) 0.3647 | Reduce(s) 0.0520 | Loss 0.1103
Epoch 00059 | Validation Accuracy 88.72% | Test Accuracy 72.32%
Process 000 | Epoch 00079 | Time(s) 0.5383 | Comm(s) 0.3670 | Reduce(s) 0.0514 | Loss 0.1048
Epoch 00069 | Validation Accuracy 89.24% | Test Accuracy 73.11%
Process 000 | Epoch 00089 | Time(s) 0.5386 | Comm(s) 0.3678 | Reduce(s) 0.0509 | Loss 0.0984
Epoch 00079 | Validation Accuracy 89.68% | Test Accuracy 73.91%
Process 000 | Epoch 00099 | Time(s) 0.5417 | Comm(s) 0.3703 | Reduce(s) 0.0512 | Loss 0.0918
Epoch 00089 | Validation Accuracy 89.97% | Test Accuracy 74.79%
Process 000 | Epoch 00109 | Time(s) 0.5438 | Comm(s) 0.3698 | Reduce(s) 0.0516 | Loss 0.0896
Epoch 00099 | Validation Accuracy 90.35% | Test Accuracy 75.52%
Process 000 | Epoch 00119 | Time(s) 0.5482 | Comm(s) 0.3732 | Reduce(s) 0.0515 | Loss 0.0844
Epoch 00109 | Validation Accuracy 90.55% | Test Accuracy 76.22%
Process 000 | Epoch 00129 | Time(s) 0.5495 | Comm(s) 0.3738 | Reduce(s) 0.0517 | Loss 0.0827
Epoch 00119 | Validation Accuracy 90.82% | Test Accuracy 76.90%
Process 000 | Epoch 00139 | Time(s) 0.5524 | Comm(s) 0.3752 | Reduce(s) 0.0515 | Loss 0.0792
Epoch 00129 | Validation Accuracy 90.95% | Test Accuracy 77.55%
Process 000 | Epoch 00149 | Time(s) 0.5545 | Comm(s) 0.3766 | Reduce(s) 0.0518 | Loss 0.0774
Epoch 00139 | Validation Accuracy 91.17% | Test Accuracy 77.94%
Process 000 | Epoch 00159 | Time(s) 0.5553 | Comm(s) 0.3759 | Reduce(s) 0.0519 | Loss 0.0762
Epoch 00149 | Validation Accuracy 91.29% | Test Accuracy 78.29%
Process 000 | Epoch 00169 | Time(s) 0.5569 | Comm(s) 0.3768 | Reduce(s) 0.0517 | Loss 0.0738
Epoch 00159 | Validation Accuracy 91.47% | Test Accuracy 78.50%
Process 000 | Epoch 00179 | Time(s) 0.5570 | Comm(s) 0.3766 | Reduce(s) 0.0518 | Loss 0.0707
Epoch 00169 | Validation Accuracy 91.55% | Test Accuracy 78.78%
Process 000 | Epoch 00189 | Time(s) 0.5578 | Comm(s) 0.3770 | Reduce(s) 0.0519 | Loss 0.0696
Epoch 00179 | Validation Accuracy 91.67% | Test Accuracy 78.77%
Process 000 | Epoch 00199 | Time(s) 0.5581 | Comm(s) 0.3769 | Reduce(s) 0.0520 | Loss 0.0690
Epoch 00189 | Validation Accuracy 91.76% | Test Accuracy 79.06%
Process 000 | Epoch 00209 | Time(s) 0.5591 | Comm(s) 0.3768 | Reduce(s) 0.0522 | Loss 0.0665
Epoch 00199 | Validation Accuracy 91.80% | Test Accuracy 79.13%
Process 000 | Epoch 00219 | Time(s) 0.5598 | Comm(s) 0.3768 | Reduce(s) 0.0522 | Loss 0.0661
Epoch 00209 | Validation Accuracy 91.80% | Test Accuracy 79.33%
Process 000 | Epoch 00229 | Time(s) 0.5584 | Comm(s) 0.3762 | Reduce(s) 0.0521 | Loss 0.0651
Epoch 00219 | Validation Accuracy 91.85% | Test Accuracy 79.23%
Process 000 | Epoch 00239 | Time(s) 0.5581 | Comm(s) 0.3761 | Reduce(s) 0.0521 | Loss 0.0647
Epoch 00229 | Validation Accuracy 91.94% | Test Accuracy 79.35%
Process 000 | Epoch 00249 | Time(s) 0.5575 | Comm(s) 0.3759 | Reduce(s) 0.0519 | Loss 0.0612
Epoch 00239 | Validation Accuracy 91.89% | Test Accuracy 79.45%
Process 000 | Epoch 00259 | Time(s) 0.5573 | Comm(s) 0.3759 | Reduce(s) 0.0521 | Loss 0.0647
Epoch 00249 | Validation Accuracy 92.05% | Test Accuracy 79.53%
Process 000 | Epoch 00269 | Time(s) 0.5589 | Comm(s) 0.3762 | Reduce(s) 0.0524 | Loss 0.0628
Epoch 00259 | Validation Accuracy 92.01% | Test Accuracy 79.55%
Process 000 | Epoch 00279 | Time(s) 0.5586 | Comm(s) 0.3760 | Reduce(s) 0.0523 | Loss 0.0627
Epoch 00269 | Validation Accuracy 92.06% | Test Accuracy 79.61%
Process 000 | Epoch 00289 | Time(s) 0.5585 | Comm(s) 0.3760 | Reduce(s) 0.0522 | Loss 0.0615
Epoch 00279 | Validation Accuracy 92.11% | Test Accuracy 79.70%
Process 000 | Epoch 00299 | Time(s) 0.5580 | Comm(s) 0.3757 | Reduce(s) 0.0522 | Loss 0.0595
Epoch 00289 | Validation Accuracy 92.08% | Test Accuracy 79.77%
Process 000 | Epoch 00309 | Time(s) 0.5582 | Comm(s) 0.3758 | Reduce(s) 0.0523 | Loss 0.0580
Epoch 00299 | Validation Accuracy 92.16% | Test Accuracy 79.70%
Process 000 | Epoch 00319 | Time(s) 0.5588 | Comm(s) 0.3759 | Reduce(s) 0.0524 | Loss 0.0588
Epoch 00309 | Validation Accuracy 92.12% | Test Accuracy 79.43%
Process 000 | Epoch 00329 | Time(s) 0.5588 | Comm(s) 0.3755 | Reduce(s) 0.0524 | Loss 0.0592
Epoch 00319 | Validation Accuracy 92.18% | Test Accuracy 79.56%
Process 000 | Epoch 00339 | Time(s) 0.5581 | Comm(s) 0.3751 | Reduce(s) 0.0525 | Loss 0.0590
Epoch 00329 | Validation Accuracy 92.21% | Test Accuracy 79.71%
Process 000 | Epoch 00349 | Time(s) 0.5576 | Comm(s) 0.3749 | Reduce(s) 0.0524 | Loss 0.0565
Epoch 00339 | Validation Accuracy 92.31% | Test Accuracy 79.72%
Process 000 | Epoch 00359 | Time(s) 0.5572 | Comm(s) 0.3752 | Reduce(s) 0.0524 | Loss 0.0581
Epoch 00349 | Validation Accuracy 92.33% | Test Accuracy 79.64%
Process 000 | Epoch 00369 | Time(s) 0.5573 | Comm(s) 0.3752 | Reduce(s) 0.0523 | Loss 0.0564
Epoch 00359 | Validation Accuracy 92.33% | Test Accuracy 79.63%
Process 000 | Epoch 00379 | Time(s) 0.5576 | Comm(s) 0.3755 | Reduce(s) 0.0523 | Loss 0.0602
Epoch 00369 | Validation Accuracy 92.28% | Test Accuracy 79.59%
Process 000 | Epoch 00389 | Time(s) 0.5582 | Comm(s) 0.3754 | Reduce(s) 0.0523 | Loss 0.0547
Epoch 00379 | Validation Accuracy 92.31% | Test Accuracy 79.62%
Process 000 | Epoch 00399 | Time(s) 0.5583 | Comm(s) 0.3756 | Reduce(s) 0.0523 | Loss 0.0560
Epoch 00389 | Validation Accuracy 92.34% | Test Accuracy 79.69%
Process 000 | Epoch 00409 | Time(s) 0.5591 | Comm(s) 0.3761 | Reduce(s) 0.0523 | Loss 0.0559
Epoch 00399 | Validation Accuracy 92.40% | Test Accuracy 79.74%
Process 000 | Epoch 00419 | Time(s) 0.5600 | Comm(s) 0.3764 | Reduce(s) 0.0524 | Loss 0.0556
Epoch 00409 | Validation Accuracy 92.42% | Test Accuracy 79.62%
Process 000 | Epoch 00429 | Time(s) 0.5609 | Comm(s) 0.3764 | Reduce(s) 0.0525 | Loss 0.0588
Epoch 00419 | Validation Accuracy 92.49% | Test Accuracy 79.65%
Process 000 | Epoch 00439 | Time(s) 0.5608 | Comm(s) 0.3764 | Reduce(s) 0.0524 | Loss 0.0538
Epoch 00429 | Validation Accuracy 92.37% | Test Accuracy 79.54%
Process 000 | Epoch 00449 | Time(s) 0.5607 | Comm(s) 0.3762 | Reduce(s) 0.0524 | Loss 0.0547
Epoch 00439 | Validation Accuracy 92.40% | Test Accuracy 79.74%
Process 000 | Epoch 00459 | Time(s) 0.5608 | Comm(s) 0.3764 | Reduce(s) 0.0525 | Loss 0.0542
Epoch 00449 | Validation Accuracy 92.43% | Test Accuracy 79.57%
Process 000 | Epoch 00469 | Time(s) 0.5605 | Comm(s) 0.3764 | Reduce(s) 0.0524 | Loss 0.0546
Epoch 00459 | Validation Accuracy 92.36% | Test Accuracy 79.54%
Process 000 | Epoch 00479 | Time(s) 0.5601 | Comm(s) 0.3762 | Reduce(s) 0.0524 | Loss 0.0534
Epoch 00469 | Validation Accuracy 92.38% | Test Accuracy 79.50%
Process 000 | Epoch 00489 | Time(s) 0.5603 | Comm(s) 0.3766 | Reduce(s) 0.0524 | Loss 0.0566
Epoch 00479 | Validation Accuracy 92.45% | Test Accuracy 79.52%
Process 000 | Epoch 00499 | Time(s) 0.5611 | Comm(s) 0.3771 | Reduce(s) 0.0524 | Loss 0.0547
Epoch 00489 | Validation Accuracy 92.39% | Test Accuracy 79.54%
(rank 0) memory stats: current 1081.42MB, peak 4172.60MB, reserved 4872.00MB
Epoch 00499 | Validation Accuracy 92.45% | Test Accuracy 79.42%
model saved
Max Validation Accuracy 92.49%
Test Result | Accuracy 79.65%
