/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=2, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4821 | Comm(s) 0.3239 | Reduce(s) 0.0473 | Loss 0.7909
Process 002 | Epoch 00489 | Time(s) 0.6413 | Comm(s) 0.3634 | Reduce(s) 0.0461 | Loss 0.3017
Process 002 | Epoch 00499 | Time(s) 0.6423 | Comm(s) 0.3636 | Reduce(s) 0.0463 | Loss 0.3029
(rank 2) memory stats: current 1408.54MB, peak 4916.27MB, reserved 5854.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4819 | Comm(s) 0.3272 | Reduce(s) 0.0501 | Loss 0.7001
Process 000 | Epoch 00019 | Time(s) 0.5255 | Comm(s) 0.3414 | Reduce(s) 0.0497 | Loss 0.2402
Epoch 00009 | Validation Accuracy 70.31% | Test Accuracy 54.38%
Process 000 | Epoch 00029 | Time(s) 0.5453 | Comm(s) 0.3534 | Reduce(s) 0.0485 | Loss 0.1720
Epoch 00019 | Validation Accuracy 80.83% | Test Accuracy 62.66%
Process 000 | Epoch 00039 | Time(s) 0.5410 | Comm(s) 0.3491 | Reduce(s) 0.0472 | Loss 0.1456
Epoch 00029 | Validation Accuracy 85.04% | Test Accuracy 67.24%
Process 000 | Epoch 00049 | Time(s) 0.5375 | Comm(s) 0.3471 | Reduce(s) 0.0474 | Loss 0.1271
Epoch 00039 | Validation Accuracy 86.95% | Test Accuracy 69.56%
Process 000 | Epoch 00059 | Time(s) 0.5374 | Comm(s) 0.3491 | Reduce(s) 0.0471 | Loss 0.1138
Epoch 00049 | Validation Accuracy 88.09% | Test Accuracy 71.05%
Process 000 | Epoch 00069 | Time(s) 0.5354 | Comm(s) 0.3491 | Reduce(s) 0.0475 | Loss 0.1074
Epoch 00059 | Validation Accuracy 88.77% | Test Accuracy 71.85%
Process 000 | Epoch 00079 | Time(s) 0.5369 | Comm(s) 0.3510 | Reduce(s) 0.0483 | Loss 0.0979
Epoch 00069 | Validation Accuracy 89.33% | Test Accuracy 72.64%
Process 000 | Epoch 00089 | Time(s) 0.5373 | Comm(s) 0.3529 | Reduce(s) 0.0482 | Loss 0.0915
Epoch 00079 | Validation Accuracy 89.62% | Test Accuracy 73.38%
Process 000 | Epoch 00099 | Time(s) 0.5366 | Comm(s) 0.3528 | Reduce(s) 0.0484 | Loss 0.0871
Epoch 00089 | Validation Accuracy 89.99% | Test Accuracy 74.05%
Process 000 | Epoch 00109 | Time(s) 0.5350 | Comm(s) 0.3530 | Reduce(s) 0.0489 | Loss 0.0893
Epoch 00099 | Validation Accuracy 90.24% | Test Accuracy 74.79%
Process 000 | Epoch 00119 | Time(s) 0.5391 | Comm(s) 0.3561 | Reduce(s) 0.0484 | Loss 0.0798
Epoch 00109 | Validation Accuracy 90.51% | Test Accuracy 75.48%
Process 000 | Epoch 00129 | Time(s) 0.5374 | Comm(s) 0.3550 | Reduce(s) 0.0486 | Loss 0.0759
Epoch 00119 | Validation Accuracy 90.77% | Test Accuracy 76.12%
Process 000 | Epoch 00139 | Time(s) 0.5360 | Comm(s) 0.3545 | Reduce(s) 0.0485 | Loss 0.0740
Epoch 00129 | Validation Accuracy 90.99% | Test Accuracy 76.71%
Epoch 00139 | Validation Accuracy 91.17% | Test Accuracy 77.09%
Process 000 | Epoch 00149 | Time(s) 0.5354 | Comm(s) 0.3544 | Reduce(s) 0.0488 | Loss 0.0722
Process 000 | Epoch 00159 | Time(s) 0.5347 | Comm(s) 0.3537 | Reduce(s) 0.0488 | Loss 0.0708
Epoch 00149 | Validation Accuracy 91.33% | Test Accuracy 77.47%
Process 000 | Epoch 00169 | Time(s) 0.5347 | Comm(s) 0.3538 | Reduce(s) 0.0490 | Loss 0.0679
Epoch 00159 | Validation Accuracy 91.45% | Test Accuracy 77.77%
Process 000 | Epoch 00179 | Time(s) 0.5344 | Comm(s) 0.3546 | Reduce(s) 0.0493 | Loss 0.0662
Epoch 00169 | Validation Accuracy 91.50% | Test Accuracy 78.07%
Process 000 | Epoch 00189 | Time(s) 0.5358 | Comm(s) 0.3564 | Reduce(s) 0.0493 | Loss 0.0701
Epoch 00179 | Validation Accuracy 91.67% | Test Accuracy 78.33%
Epoch 00189 | Validation Accuracy 91.72% | Test Accuracy 78.45%
Process 000 | Epoch 00199 | Time(s) 0.5358 | Comm(s) 0.3574 | Reduce(s) 0.0493 | Loss 0.0631
Process 000 | Epoch 00209 | Time(s) 0.5384 | Comm(s) 0.3593 | Reduce(s) 0.0498 | Loss 0.0641
Epoch 00199 | Validation Accuracy 91.76% | Test Accuracy 78.53%
Process 000 | Epoch 00219 | Time(s) 0.5408 | Comm(s) 0.3612 | Reduce(s) 0.0498 | Loss 0.0643
Epoch 00209 | Validation Accuracy 91.94% | Test Accuracy 78.74%
Process 000 | Epoch 00229 | Time(s) 0.5434 | Comm(s) 0.3630 | Reduce(s) 0.0499 | Loss 0.0626
Epoch 00219 | Validation Accuracy 91.94% | Test Accuracy 78.89%
Process 000 | Epoch 00239 | Time(s) 0.5446 | Comm(s) 0.3642 | Reduce(s) 0.0500 | Loss 0.0621
Epoch 00229 | Validation Accuracy 92.06% | Test Accuracy 78.90%
Process 000 | Epoch 00249 | Time(s) 0.5462 | Comm(s) 0.3650 | Reduce(s) 0.0500 | Loss 0.0617
Epoch 00239 | Validation Accuracy 91.99% | Test Accuracy 78.92%
Process 000 | Epoch 00259 | Time(s) 0.5478 | Comm(s) 0.3668 | Reduce(s) 0.0500 | Loss 0.0598
Epoch 00249 | Validation Accuracy 92.15% | Test Accuracy 78.93%
Process 000 | Epoch 00269 | Time(s) 0.5491 | Comm(s) 0.3676 | Reduce(s) 0.0500 | Loss 0.0633
Epoch 00259 | Validation Accuracy 92.21% | Test Accuracy 79.13%
Process 000 | Epoch 00279 | Time(s) 0.5497 | Comm(s) 0.3682 | Reduce(s) 0.0501 | Loss 0.0623
Epoch 00269 | Validation Accuracy 92.19% | Test Accuracy 79.08%
Process 000 | Epoch 00289 | Time(s) 0.5501 | Comm(s) 0.3683 | Reduce(s) 0.0503 | Loss 0.0602
Epoch 00279 | Validation Accuracy 92.10% | Test Accuracy 79.03%
Process 000 | Epoch 00299 | Time(s) 0.5518 | Comm(s) 0.3690 | Reduce(s) 0.0504 | Loss 0.0591
Epoch 00289 | Validation Accuracy 92.24% | Test Accuracy 79.13%
Process 000 | Epoch 00309 | Time(s) 0.5518 | Comm(s) 0.3687 | Reduce(s) 0.0503 | Loss 0.0581
Epoch 00299 | Validation Accuracy 92.20% | Test Accuracy 78.94%
Process 000 | Epoch 00319 | Time(s) 0.5537 | Comm(s) 0.3698 | Reduce(s) 0.0505 | Loss 0.0600
Epoch 00309 | Validation Accuracy 92.23% | Test Accuracy 79.24%
Process 000 | Epoch 00329 | Time(s) 0.5539 | Comm(s) 0.3700 | Reduce(s) 0.0507 | Loss 0.0598
Epoch 00319 | Validation Accuracy 92.13% | Test Accuracy 79.24%
Process 000 | Epoch 00339 | Time(s) 0.5544 | Comm(s) 0.3704 | Reduce(s) 0.0508 | Loss 0.0570
Epoch 00329 | Validation Accuracy 92.29% | Test Accuracy 79.39%
Process 000 | Epoch 00349 | Time(s) 0.5548 | Comm(s) 0.3705 | Reduce(s) 0.0508 | Loss 0.0575
Epoch 00339 | Validation Accuracy 92.34% | Test Accuracy 79.16%
Process 000 | Epoch 00359 | Time(s) 0.5551 | Comm(s) 0.3708 | Reduce(s) 0.0507 | Loss 0.0549
Epoch 00349 | Validation Accuracy 92.36% | Test Accuracy 79.27%
Process 000 | Epoch 00369 | Time(s) 0.5559 | Comm(s) 0.3716 | Reduce(s) 0.0508 | Loss 0.0557
Epoch 00359 | Validation Accuracy 92.31% | Test Accuracy 79.32%
Process 000 | Epoch 00379 | Time(s) 0.5563 | Comm(s) 0.3724 | Reduce(s) 0.0506 | Loss 0.0556
Epoch 00369 | Validation Accuracy 92.35% | Test Accuracy 79.19%
Process 000 | Epoch 00389 | Time(s) 0.5568 | Comm(s) 0.3728 | Reduce(s) 0.0506 | Loss 0.0550
Epoch 00379 | Validation Accuracy 92.36% | Test Accuracy 79.38%
Process 000 | Epoch 00399 | Time(s) 0.5574 | Comm(s) 0.3732 | Reduce(s) 0.0507 | Loss 0.0543
Epoch 00389 | Validation Accuracy 92.34% | Test Accuracy 79.29%
Process 000 | Epoch 00409 | Time(s) 0.5580 | Comm(s) 0.3737 | Reduce(s) 0.0508 | Loss 0.0549
Epoch 00399 | Validation Accuracy 92.45% | Test Accuracy 79.26%
Process 000 | Epoch 00419 | Time(s) 0.5585 | Comm(s) 0.3741 | Reduce(s) 0.0509 | Loss 0.0517
Epoch 00409 | Validation Accuracy 92.42% | Test Accuracy 79.28%
Process 000 | Epoch 00429 | Time(s) 0.5583 | Comm(s) 0.3741 | Reduce(s) 0.0508 | Loss 0.0550
Epoch 00419 | Validation Accuracy 92.46% | Test Accuracy 79.27%
Process 000 | Epoch 00439 | Time(s) 0.5580 | Comm(s) 0.3742 | Reduce(s) 0.0508 | Loss 0.0546
Epoch 00429 | Validation Accuracy 92.46% | Test Accuracy 79.48%
Process 000 | Epoch 00449 | Time(s) 0.5587 | Comm(s) 0.3748 | Reduce(s) 0.0509 | Loss 0.0528
Epoch 00439 | Validation Accuracy 92.46% | Test Accuracy 79.29%
Process 000 | Epoch 00459 | Time(s) 0.5587 | Comm(s) 0.3749 | Reduce(s) 0.0510 | Loss 0.0543
Epoch 00449 | Validation Accuracy 92.49% | Test Accuracy 79.19%
Process 000 | Epoch 00469 | Time(s) 0.5590 | Comm(s) 0.3754 | Reduce(s) 0.0510 | Loss 0.0532
Epoch 00459 | Validation Accuracy 92.54% | Test Accuracy 79.29%
Process 000 | Epoch 00479 | Time(s) 0.5587 | Comm(s) 0.3752 | Reduce(s) 0.0510 | Loss 0.0526
Epoch 00469 | Validation Accuracy 92.47% | Test Accuracy 79.16%
Process 000 | Epoch 00489 | Time(s) 0.5587 | Comm(s) 0.3751 | Reduce(s) 0.0510 | Loss 0.0517
Epoch 00479 | Validation Accuracy 92.47% | Test Accuracy 79.29%
Process 000 | Epoch 00499 | Time(s) 0.5589 | Comm(s) 0.3754 | Reduce(s) 0.0511 | Loss 0.0529
Epoch 00489 | Validation Accuracy 92.52% | Test Accuracy 79.45%
(rank 0) memory stats: current 1081.55MB, peak 4172.64MB, reserved 4912.00MB
Epoch 00499 | Validation Accuracy 92.51% | Test Accuracy 79.39%
model saved
Max Validation Accuracy 92.54%
Test Result | Accuracy 79.29%
