/home/zhaoyu/miniconda3/envs/test/lib/python3.11/site-packages/dgl/graphbolt/__init__.py:114: GBWarning: 
An experimental feature for CUDA allocations is turned on for better allocation
pattern resulting in better memory usage for minibatch GNN training workloads.
See https://pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf,
and set the environment variable `PYTORCH_CUDA_ALLOC_CONF=expandable_segments:False`
if you want to disable it and set it True to acknowledge and disable the warning.

  gb_warning(WARNING_STR_TO_BE_SHOWN)
Namespace(dataset='ogbn-products', data_path='./dataset/', part_path='./partition/', graph_name='ogbn-products-5-metis-vol-trans', model='graphsage', dropout=0.3, lr=0.003, sampling_rate=0.1, heads=1, n_epochs=500, n_partitions=5, n_hidden=128, n_layers=3, log_every=10, weight_decay=0, norm='layer', partition_obj='vol', partition_method='metis', n_linear=0, use_pp=True, inductive=False, fix_seed=True, seed=7, backend='gloo', port=18300, master_addr='127.0.0.1', node_rank=0, parts_per_node=10, skip_partition=True, eval=True)
loading partitions
Process 1 has 711752 nodes, 22307144 edges 475516 inner nodes, and 19479032 inner edges.
Process 1 start training
Process 001 | Epoch 00009 | Time(s) 0.4713 | Comm(s) 0.3162 | Reduce(s) 0.0497 | Loss 0.7933
Process 003 | Epoch 00489 | Time(s) 0.6328 | Comm(s) 0.3678 | Reduce(s) 0.0397 | Loss 0.3821
Process 003 | Epoch 00499 | Time(s) 0.6330 | Comm(s) 0.3680 | Reduce(s) 0.0398 | Loss 0.3839
(rank 3) memory stats: current 1554.85MB, peak 5119.42MB, reserved 6052.00MB
loading partitions
Process 0 has 747952 nodes, 19369607 edges 475517 inner nodes, and 14899677 inner edges.
Process 0 start training
Process 000 | Epoch 00009 | Time(s) 0.4713 | Comm(s) 0.3228 | Reduce(s) 0.0504 | Loss 0.4889
Process 000 | Epoch 00019 | Time(s) 0.5339 | Comm(s) 0.3518 | Reduce(s) 0.0559 | Loss 0.2105
Epoch 00009 | Validation Accuracy 70.72% | Test Accuracy 54.11%
Process 000 | Epoch 00029 | Time(s) 0.5634 | Comm(s) 0.3620 | Reduce(s) 0.0553 | Loss 0.1632
Epoch 00019 | Validation Accuracy 81.57% | Test Accuracy 62.99%
Process 000 | Epoch 00039 | Time(s) 0.5558 | Comm(s) 0.3605 | Reduce(s) 0.0542 | Loss 0.1378
Epoch 00029 | Validation Accuracy 85.38% | Test Accuracy 67.80%
Process 000 | Epoch 00049 | Time(s) 0.5538 | Comm(s) 0.3607 | Reduce(s) 0.0546 | Loss 0.1213
Epoch 00039 | Validation Accuracy 87.26% | Test Accuracy 70.24%
Process 000 | Epoch 00059 | Time(s) 0.5517 | Comm(s) 0.3651 | Reduce(s) 0.0533 | Loss 0.1124
Epoch 00049 | Validation Accuracy 88.10% | Test Accuracy 71.44%
Process 000 | Epoch 00069 | Time(s) 0.5503 | Comm(s) 0.3665 | Reduce(s) 0.0531 | Loss 0.1066
Epoch 00059 | Validation Accuracy 88.88% | Test Accuracy 72.18%
Process 000 | Epoch 00079 | Time(s) 0.5498 | Comm(s) 0.3659 | Reduce(s) 0.0533 | Loss 0.0981
Epoch 00069 | Validation Accuracy 89.33% | Test Accuracy 72.89%
Process 000 | Epoch 00089 | Time(s) 0.5513 | Comm(s) 0.3653 | Reduce(s) 0.0533 | Loss 0.0954
Epoch 00079 | Validation Accuracy 89.72% | Test Accuracy 73.55%
Process 000 | Epoch 00099 | Time(s) 0.5550 | Comm(s) 0.3686 | Reduce(s) 0.0530 | Loss 0.0889
Epoch 00089 | Validation Accuracy 90.06% | Test Accuracy 74.18%
Process 000 | Epoch 00109 | Time(s) 0.5586 | Comm(s) 0.3709 | Reduce(s) 0.0531 | Loss 0.0869
Epoch 00099 | Validation Accuracy 90.36% | Test Accuracy 74.95%
Process 000 | Epoch 00119 | Time(s) 0.5585 | Comm(s) 0.3709 | Reduce(s) 0.0532 | Loss 0.0840
Epoch 00109 | Validation Accuracy 90.66% | Test Accuracy 75.62%
Process 000 | Epoch 00129 | Time(s) 0.5592 | Comm(s) 0.3713 | Reduce(s) 0.0524 | Loss 0.0809
Epoch 00119 | Validation Accuracy 90.78% | Test Accuracy 76.18%
Process 000 | Epoch 00139 | Time(s) 0.5594 | Comm(s) 0.3718 | Reduce(s) 0.0519 | Loss 0.0766
Epoch 00129 | Validation Accuracy 91.01% | Test Accuracy 76.70%
Process 000 | Epoch 00149 | Time(s) 0.5589 | Comm(s) 0.3717 | Reduce(s) 0.0520 | Loss 0.0751
Epoch 00139 | Validation Accuracy 91.11% | Test Accuracy 77.30%
Process 000 | Epoch 00159 | Time(s) 0.5604 | Comm(s) 0.3738 | Reduce(s) 0.0519 | Loss 0.0714
Epoch 00149 | Validation Accuracy 91.32% | Test Accuracy 77.71%
Process 000 | Epoch 00169 | Time(s) 0.5609 | Comm(s) 0.3732 | Reduce(s) 0.0520 | Loss 0.0695
Epoch 00159 | Validation Accuracy 91.47% | Test Accuracy 77.92%
Process 000 | Epoch 00179 | Time(s) 0.5612 | Comm(s) 0.3733 | Reduce(s) 0.0520 | Loss 0.0712
Epoch 00169 | Validation Accuracy 91.69% | Test Accuracy 78.09%
Process 000 | Epoch 00189 | Time(s) 0.5624 | Comm(s) 0.3736 | Reduce(s) 0.0520 | Loss 0.0697
Epoch 00179 | Validation Accuracy 91.64% | Test Accuracy 78.32%
Process 000 | Epoch 00199 | Time(s) 0.5631 | Comm(s) 0.3738 | Reduce(s) 0.0519 | Loss 0.0655
Epoch 00189 | Validation Accuracy 91.65% | Test Accuracy 78.59%
Process 000 | Epoch 00209 | Time(s) 0.5636 | Comm(s) 0.3744 | Reduce(s) 0.0522 | Loss 0.0648
Epoch 00199 | Validation Accuracy 91.92% | Test Accuracy 78.68%
Process 000 | Epoch 00219 | Time(s) 0.5621 | Comm(s) 0.3737 | Reduce(s) 0.0520 | Loss 0.0647
Epoch 00209 | Validation Accuracy 91.87% | Test Accuracy 78.80%
Epoch 00219 | Validation Accuracy 91.95% | Test Accuracy 78.84%
Process 000 | Epoch 00229 | Time(s) 0.5599 | Comm(s) 0.3725 | Reduce(s) 0.0519 | Loss 0.0628
Epoch 00229 | Validation Accuracy 91.93% | Test Accuracy 78.80%
Process 000 | Epoch 00239 | Time(s) 0.5583 | Comm(s) 0.3717 | Reduce(s) 0.0519 | Loss 0.0613
Process 000 | Epoch 00249 | Time(s) 0.5571 | Comm(s) 0.3708 | Reduce(s) 0.0518 | Loss 0.0603
Epoch 00239 | Validation Accuracy 91.97% | Test Accuracy 78.93%
Process 000 | Epoch 00259 | Time(s) 0.5559 | Comm(s) 0.3706 | Reduce(s) 0.0517 | Loss 0.0622
Epoch 00249 | Validation Accuracy 92.04% | Test Accuracy 79.08%
Process 000 | Epoch 00269 | Time(s) 0.5559 | Comm(s) 0.3705 | Reduce(s) 0.0517 | Loss 0.0593
Epoch 00259 | Validation Accuracy 91.98% | Test Accuracy 79.08%
Process 000 | Epoch 00279 | Time(s) 0.5550 | Comm(s) 0.3705 | Reduce(s) 0.0517 | Loss 0.0613
Epoch 00269 | Validation Accuracy 92.09% | Test Accuracy 79.15%
Process 000 | Epoch 00289 | Time(s) 0.5557 | Comm(s) 0.3711 | Reduce(s) 0.0517 | Loss 0.0573
Epoch 00279 | Validation Accuracy 92.04% | Test Accuracy 79.11%
Process 000 | Epoch 00299 | Time(s) 0.5567 | Comm(s) 0.3714 | Reduce(s) 0.0518 | Loss 0.0595
Epoch 00289 | Validation Accuracy 92.19% | Test Accuracy 79.06%
Process 000 | Epoch 00309 | Time(s) 0.5576 | Comm(s) 0.3719 | Reduce(s) 0.0518 | Loss 0.0600
Epoch 00299 | Validation Accuracy 92.16% | Test Accuracy 79.18%
Process 000 | Epoch 00319 | Time(s) 0.5585 | Comm(s) 0.3728 | Reduce(s) 0.0518 | Loss 0.0580
Epoch 00309 | Validation Accuracy 92.21% | Test Accuracy 79.05%
Process 000 | Epoch 00329 | Time(s) 0.5592 | Comm(s) 0.3735 | Reduce(s) 0.0517 | Loss 0.0591
Epoch 00319 | Validation Accuracy 92.21% | Test Accuracy 79.02%
Process 000 | Epoch 00339 | Time(s) 0.5605 | Comm(s) 0.3739 | Reduce(s) 0.0520 | Loss 0.0605
Epoch 00329 | Validation Accuracy 92.31% | Test Accuracy 79.19%
Process 000 | Epoch 00349 | Time(s) 0.5621 | Comm(s) 0.3747 | Reduce(s) 0.0523 | Loss 0.0584
Epoch 00339 | Validation Accuracy 92.33% | Test Accuracy 79.20%
Process 000 | Epoch 00359 | Time(s) 0.5633 | Comm(s) 0.3751 | Reduce(s) 0.0523 | Loss 0.0570
Epoch 00349 | Validation Accuracy 92.18% | Test Accuracy 78.98%
Process 000 | Epoch 00369 | Time(s) 0.5641 | Comm(s) 0.3755 | Reduce(s) 0.0524 | Loss 0.0582
Epoch 00359 | Validation Accuracy 92.35% | Test Accuracy 78.92%
Process 000 | Epoch 00379 | Time(s) 0.5642 | Comm(s) 0.3754 | Reduce(s) 0.0524 | Loss 0.0558
Epoch 00369 | Validation Accuracy 92.31% | Test Accuracy 79.34%
Process 000 | Epoch 00389 | Time(s) 0.5642 | Comm(s) 0.3754 | Reduce(s) 0.0523 | Loss 0.0558
Epoch 00379 | Validation Accuracy 92.27% | Test Accuracy 78.95%
Process 000 | Epoch 00399 | Time(s) 0.5650 | Comm(s) 0.3761 | Reduce(s) 0.0522 | Loss 0.0533
Epoch 00389 | Validation Accuracy 92.33% | Test Accuracy 79.06%
Process 000 | Epoch 00409 | Time(s) 0.5657 | Comm(s) 0.3761 | Reduce(s) 0.0522 | Loss 0.0550
Epoch 00399 | Validation Accuracy 92.30% | Test Accuracy 79.13%
Process 000 | Epoch 00419 | Time(s) 0.5661 | Comm(s) 0.3760 | Reduce(s) 0.0522 | Loss 0.0542
Epoch 00409 | Validation Accuracy 92.32% | Test Accuracy 79.03%
Process 000 | Epoch 00429 | Time(s) 0.5668 | Comm(s) 0.3766 | Reduce(s) 0.0522 | Loss 0.0558
Epoch 00419 | Validation Accuracy 92.37% | Test Accuracy 79.02%
Process 000 | Epoch 00439 | Time(s) 0.5671 | Comm(s) 0.3771 | Reduce(s) 0.0521 | Loss 0.0539
Epoch 00429 | Validation Accuracy 92.28% | Test Accuracy 79.10%
Process 000 | Epoch 00449 | Time(s) 0.5677 | Comm(s) 0.3775 | Reduce(s) 0.0521 | Loss 0.0543
Epoch 00439 | Validation Accuracy 92.35% | Test Accuracy 78.98%
Process 000 | Epoch 00459 | Time(s) 0.5683 | Comm(s) 0.3779 | Reduce(s) 0.0521 | Loss 0.0544
Epoch 00449 | Validation Accuracy 92.36% | Test Accuracy 78.98%
Process 000 | Epoch 00469 | Time(s) 0.5687 | Comm(s) 0.3780 | Reduce(s) 0.0521 | Loss 0.0540
Epoch 00459 | Validation Accuracy 92.30% | Test Accuracy 78.92%
Process 000 | Epoch 00479 | Time(s) 0.5692 | Comm(s) 0.3779 | Reduce(s) 0.0521 | Loss 0.0535
Epoch 00469 | Validation Accuracy 92.44% | Test Accuracy 79.16%
Process 000 | Epoch 00489 | Time(s) 0.5696 | Comm(s) 0.3780 | Reduce(s) 0.0523 | Loss 0.0546
Epoch 00479 | Validation Accuracy 92.48% | Test Accuracy 78.88%
Process 000 | Epoch 00499 | Time(s) 0.5701 | Comm(s) 0.3782 | Reduce(s) 0.0524 | Loss 0.0529
Epoch 00489 | Validation Accuracy 92.29% | Test Accuracy 78.91%
(rank 0) memory stats: current 1081.40MB, peak 4172.61MB, reserved 4872.00MB
Epoch 00499 | Validation Accuracy 92.38% | Test Accuracy 79.05%
model saved
Max Validation Accuracy 92.48%
Test Result | Accuracy 78.88%
